Item Type,Sequence,Human Code,Full Statement,Abbreviated Statement,Notes,Supp. Info,Ed. Level,Language,Rewritten Statement
Standard,5.6.6.1,VI.B.5,Knows counting sequence is constant,,,,PK,, says numbers in the same order during play.
Developmental Milestones,5.6.6.1.1,VI.B.5.a,'Understands that numbers follow a specific order',,,,PK,, says numbers in the right order while counting.
Developmental Milestones,5.6.6.1.2,VI.B.5.b,'Recognizes the stability of the counting sequence',,,,PK,, Counts numbers in order without skipping.
Developmental Milestones,5.6.6.1.3,VI.B.5.c,'Applies consistent counting sequence in different contexts',,,,PK,, Counts objects in order during play.
Standard,5.6.6.2,VI.B.4,Understands addition as putting together and adding to,,,,PK,, Combines toys or objects to make a bigger group.
Developmental Milestones,5.6.6.2.1,VI.B.4.a,Ability to Identify Number Values,,,,PK,,Points to or says numbers while counting objects.
Developmental Milestones,5.6.6.2.2,VI.B.4.b,Mathematical Manipulatives Understanding,,,,PK,, Stacks and Sorts blocks by color and size.
Developmental Milestones,5.6.6.2.3,VI.B.4.c,Application of Addition in Everyday Context,,,,PK,, Counts objects and adds them together during play.
Standard,5.7,MATH.7,Child understands simple patterns,,,,,,
Label,5.7.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.7.1.1,,"Recognizes repetitive patterns in sounds, such as lullabies.",,,,,,
Label,5.7.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.7.2.1,,"Responds to visual patterns, like stripes or checkers.",,,,,,
Label,5.7.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.7.3.1,,"Matches objects to continue a simple pattern (e.g., toy-car-toy).",,,,,,
Label,5.7.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.7.4.1,,"Recognizes and extends AB patterns (e.g., red-blue-red-blue).",,,,,,
Label,5.7.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.7.5.1,MATH.7.a,"Child identifies and describes simple sequences of objects based on their characteristics (color, shape, size, etc.).",,,,,,
Developmental Milestones,5.7.5.2,MATH.7.b,Child predicts what comes next in a simple pattern.,,,,,,
Developmental Milestones,5.7.5.3,MATH.7.c,Child recreates or continues a simple pattern using physical objects or images.,,,,,,
Label,5.7.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.7.6.1,VI.E.4,Recognizes patterns,,,,PK,, Spots repeated shapes or colors in a sequence.
Developmental Milestones,5.7.6.1.1,VI.E.4.a,Identifies Simple Patterns,,,,PK,, Matches and recognizes repeating colors or shapes.
Developmental Milestones,5.7.6.1.2,VI.E.4.b,Predicts Patterns,,,,PK,, Notices and expects what comes next in a familiar sequence.
Developmental Milestones,5.7.6.1.3,VI.E.4.c,Creates Patterns,,,,PK,,Stacks blocks in a repeating color sequence.
Standard,5.7.6.2,VI.E.5,Creates and extends patterns,,,,PK,, Spots and adds to simple patterns during play.
Developmental Milestones,5.7.6.2.1,VI.E.5.a,Duplicates Patterns,,,,PK,, Copies simple patterns using blocks or toys.
Developmental Milestones,5.7.6.2.2,VI.E.5.b,Constructs Simple Patterns,,,,PK,, Stacks blocks in a repeating color order.
Developmental Milestones,5.7.6.2.3,VI.E.5.c,Expands Existing Patterns,,,,PK,,Builds on familiar patterns during play.
Standard,5.8,MATH.8,Child measures objects by their various attributes using standard and non-standard measurement; uses differences in attributes to make comparisons,,,,,,
Label,5.8.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.8.1.1,,Explores objects of different sizes and weights by touching or mouthing.,,,,,,
Label,5.8.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.8.2.1,,Begins stacking objects of similar size.,,,,,,
Label,5.8.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.8.3.1,,Matches or lines up objects by size with support.,,,,,,
Label,5.8.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.8.4.1,,"Uses hands or other items to compare object sizes (e.g., “This block is longer”).",,,,,,
Label,5.8.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.8.5.1,MATH.8.a,Understanding of Measurement,,,,,,
Developmental Milestones,5.8.5.2,MATH.8.b,Application of Measurement,,,,,,
Developmental Milestones,5.8.5.3,MATH.8.c,Comparison and Differentiation,,,,,,
Label,5.8.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.8.6.1,VI.D.1,Measures and compares lengths/heights,,,,PK,,Stacks and compares blocks to see which is taller.
Developmental Milestones,5.8.6.1.1,VI.D.1.a,Recognize and Understand Basic Units of Measurement,,,,PK,,Notice when things are big or small.
Developmental Milestones,5.8.6.1.2,VI.D.1.b,Using Comparative Language,,,,PK,,"- **Says words like ""bigger"" or ""smaller"" when comparing objects.**"
Developmental Milestones,5.8.6.1.3,VI.D.1.c,Hands-on Measurement Activities,,,,PK,,- **Stack blocks to see how tall they are.**
Standard,5.8.6.2,VI.D.3,Uses time words,,,,PK,,"- Says words like ""yesterday"" and ""tomorrow."""
Developmental Milestones,5.8.6.2.1,VI.D.3.a,Recognizes and Names Time Words,,,,PK,,"- Says words like ""now,"" ""later,"" or ""soon"" during play."
Developmental Milestones,5.8.6.2.2,VI.D.3.b,Applies Time Words in Context,,,,PK,,"Uses words like ""now,"" ""later,"" or ""soon"" while playing or during daily routines."
Developmental Milestones,5.8.6.2.3,VI.D.3.c,Differentiates Between Time Words,,,,PK,,"Uses words like ""now"" and ""later"" during play."
Standard,5.8.6.3,VI.D.2,Compares weights,,,,PK,, Lifts two objects and Notices which one is heavier.
Developmental Milestones,5.8.6.3.1,VI.D.2.a,Identifies Heavier and Lighter Objects,,,,PK,,Lifts and compares two objects to see which one feels heavier or lighter.
Developmental Milestones,5.8.6.3.2,VI.D.2.b,Uses Comparative Language,,,,PK,,"- Says words like ""bigger"" or ""smaller"" when comparing objects."
Developmental Milestones,5.8.6.3.3,VI.D.2.c,Makes Predictions About Weights,,,,PK,, Lifts and compares objects to guess which one is heavier.
Standard,5.8.6.4,VI.D.4,Child recognizes and compares capacity based on how much space exists within an object.,,NEW,,PK,,Stacks and fills containers to explore how much they can hold.
Standard,5.9,MATH.9,"Child identifies, describes, compares, and composes shapes",,,,,,
Label,5.9.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.9.1.1,,"Looks at and tracks simple shapes, such as circles or squares.",,,,,,
Label,5.9.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.9.2.1,,Reaches for or plays with toys of distinct shapes.,,,,,,
Label,5.9.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.9.3.1,,"Sorts objects by shape (e.g., circle blocks versus square blocks).",,,,,,
Label,5.9.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.9.4.1,,Identifies and names common shapes like “circle” and “triangle.”,,,,,,
Label,5.9.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.9.5.1,MATH.9.a,Recognizes differences in shapes,,,,,,
Developmental Milestones,5.9.5.2,MATH.9.b,Can describe shapes with basic language,,,,,,
Developmental Milestones,5.9.5.3,MATH.9.c,"Compare, compose and explore shapes",,,,,,
Label,5.9.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.9.6.1,VI.C.1,Names common shapes,,,,PK,,Points to and says names of shapes like circles and squares.
Developmental Milestones,5.9.6.1.1,VI.C.1.a,Identifies Basic Geometric Shapes,,,,PK,,Points to or names simple shapes like circles and squares.
Developmental Milestones,5.9.6.1.2,VI.C.1.b,Distinguishes Among Shapes,,,,PK,, recognizes and Points to different shapes.
Developmental Milestones,5.9.6.1.3,VI.C.1.c,Names Shapes in Various Orientations and Sizes,,,,PK,,"Points to and names shapes, even when they look different."
Standard,5.9.6.2,VI.C.2,Creates shapes,,,,PK,, Stacks blocks to make a tower.
Developmental Milestones,5.9.6.2.1,VI.C.2.a,Identifies Basic Shapes,,,,PK,," Points to and names circles, squares, and triangles."
Developmental Milestones,5.9.6.2.2,VI.C.2.b,Draws Basic Shapes,,,,PK,, Scribbles to create simple shapes like circles and lines.
Developmental Milestones,5.9.6.2.3,VI.C.2.c,Child creates shapes using materials and/or manipulatives.,,,,PK,,Stacks and arranges blocks to make simple shapes.
Standard,5.9.6.3,VI.C.3,Compares shapes,,,,PK,, Picks up and Looks at different shapes.
Developmental Milestones,5.9.6.3.1,VI.C.3.a,Identifies Basic Shapes,,,,PK,," Points to or names circles, squares, and triangles."
Developmental Milestones,5.9.6.3.2,VI.C.3.b,Differentiates Between Shapes,,,,PK,,- Points to or touches shapes to show they know they're different.
Developmental Milestones,5.9.6.3.3,VI.C.3.c,Categorizes Shapes,,,,PK,,Sorts and groups different shapes.
Standard,5.9.6.4,VI.C.4,Identifies shape attributes,,,,PK,, Points to or Picks up different shapes.
Developmental Milestones,5.9.6.4.1,VI.C.4.a,Distinguishes between Geometric Shapes,,,,PK,, Picks up and Plays with different shapes like circles and squares.
Developmental Milestones,5.9.6.4.2,VI.C.4.b,Recognition of Shape Attributes,,,,PK,, Points to or grabs shapes like circles and squares.
Developmental Milestones,5.9.6.4.3,VI.C.4.c,Application and description of shape attributes to Real-world Objects,,,,PK,, recognizes and Points to shapes in everyday objects.
Standard,5.1,MATH.10,Child explores the positions of objects in space,,,,,,
Label,5.10.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.10.1.1,,"Reaches for objects placed in different positions (e.g., above, beside, or in front).",,,,,,
Label,5.10.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.10.2.1,,Searches for objects hidden under or behind others during play.,,,,,,
Label,5.10.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.10.3.1,,"Places objects in specific positions during play, such as stacking blocks in order or aligning cars.",,,,,,
Label,5.10.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.10.4.1,,Demonstrates understanding of positional words by correctly placing objects when instructed.,,,,,,
Label,5.10.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.10.5.1,MATH.10.a,Child Identifies Relative Positions,,,,,,
Developmental Milestones,5.10.5.2,MATH.10.b,Child Manipulates Objects,,,,,,
Developmental Milestones,5.10.5.3,MATH.10.c,Child Understands Directionality,,,,,,
Label,5.10.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.10.6.1,VI.C.5,Uses location words,,,,PK,,"Points to or says words like ""under"" or ""next to"" when talking about where things are."
Developmental Milestones,5.10.6.1.1,VI.C.5.a,Identifies and Correctly Uses Basic Location Words,,,,PK,,"- Points to or moves objects when hearing words like ""in,"" ""on,"" or ""under."""
Developmental Milestones,5.10.6.1.2,VI.C.5.b,Understands Directional Statements,,,,PK,,"Follows simple directions like ""up"" and ""down."""
Developmental Milestones,5.10.6.1.3,VI.C.5.c,Describes Objects' Positions Relative to Other Objects,,,,PK,,"Points to or places objects next to, under, or on top of other objects."
Standard,5.10.6.2,VI.C.6,"Slides, flips, turns shapes",,,,PK,," moves shapes around by sliding, flipping, or turning them."
Developmental Milestones,5.10.6.2.1,VI.C.6.a,Understanding and Identifying Geometric Movements,,,,PK,, moves objects in circles or lines while playing.
Developmental Milestones,5.10.6.2.2,VI.C.6.b,Application of Geometric Movements,,,,PK,, Stacks blocks to make simple shapes.
Developmental Milestones,5.10.6.2.3,VI.C.6.c,Relating Movements to Real World Elements,,,,PK,, moves like animals or objects they see in their environment.
Standard,5.10.6.3,VI.C.7,Recognizes shapes in real world,,,,PK,, Points to or touches familiar shapes in everyday objects.
Developmental Milestones,5.10.6.3.1,VI.C.7.a,Identifies Basic Shapes,,,,PK,," Points to or touches circles, squares, and triangles."
Developmental Milestones,5.10.6.3.2,VI.C.7.b,Applies Shape Recognition,,,,PK,,• Picks out and names shapes like circles and squares.
Developmental Milestones,5.10.6.3.3,VI.C.7.c,Compares and Differentiates Shapes,,,,PK,, Points to and names different shapes.
Cluster,5.11,SCI,Scientific Reasoning,,,,,,
Standard,5.11.1,SCI.1,"Child observes and describes observable phenomena (objects, materials, organisms, and events)",,,,,,
Label,5.11.1.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.11.1.1.1,,Reaches out to touch and explore objects with different textures.,,,,,,
Label,5.11.1.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.11.1.2.1,,"Watches and tracks events, like a ball rolling or water flowing.",,,,,,
Label,5.11.1.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.11.1.3.1,,"Describes basic features of objects, such as color or shape.",,,,,,
Label,5.11.1.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.11.1.4.1,,Uses simple descriptive language to share observations.,,,,,,
Label,5.11.1.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.11.1.5.1,SCI.1.a,Child Identifies and Classifies Observable Materials,,,,,,
Developmental Milestones,5.11.1.5.2,SCI.1.b,Child Demonstrates Basic Observation Techniques with Organisms and Events,,,,,,
Developmental Milestones,5.11.1.5.3,SCI.1.c,Child Expresses Thoughts and Findings Verbally or Through Art,,,,,,
Label,5.11.1.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.11.1.6.1,VII.C.3,Observes changes in earth and sky,,,,PK,, Points to the sky when clouds or stars change.
Developmental Milestones,5.11.1.6.2,VII.C.3.b,Recognizing Day and Night Cycle,,,,PK,,- Notices when it’s light or dark outside.
Developmental Milestones,5.11.1.6.3,VII.C.3.c,Describes changes in the earth and sky.,,,,PK,, Points at the moon or clouds in the sky.
Developmental Milestones,5.11.1.6.4,VII.C.3.a,Identifying Different Weather Patterns,,,,PK,," Points to pictures of sunny, rainy, and snowy weather."
Standard,5.11.1.6.5,VII.C.2,Identifies objects in day and night sky,,,,PK,,Points to or names things they see in the sky during the day or night.
Developmental Milestones,5.11.1.6.5.1,VII.C.2.a,Differentiates between Day and Night,,,,PK,, recognizes daytime by staying active and nighttime by getting sleepy.
Developmental Milestones,5.11.1.6.5.2,VII.C.2.b,Recognizes Celestial Objects,,,,PK,, Points to the moon and stars in the sky.
Developmental Milestones,5.11.1.6.5.3,VII.C.2.c,Understands Sky Patterns,,,,PK,,Looks up and notices changes in the sky.
Developmental Milestones,5.11.1.6.5.4,VII.C.2.d,"Child identifies, observes, describes, and discusses objects in the sky.",,,,PK,,Points to and talks about things in the sky.
Standard,5.11.1.6.6,VII.B.6,Explores five senses,,,,PK,,"Uses eyes, ears, nose, mouth, and hands to explore the world."
Developmental Milestones,5.11.1.6.6.1,VII.B.6.a,Identifies and Differentiates Between the Five Senses,,,,PK,," Points to eyes, ears, nose, mouth, and hands to show how they explore the world."
Developmental Milestones,5.11.1.6.6.2,VII.B.6.b,Experience Based Learning Through Senses,,,,PK,," Explores the world by touching, tasting, smelling, seeing, and hearing."
Developmental Milestones,5.11.1.6.6.3,VII.B.6.c,Applies Knowledge of Five Senses to Real World,,,,PK,,Uses senses to explore and understand the world.
Standard,5.11.1.6.7,VII.A.1,Explores changes in matter,,,,PK,, Plays with water by pouring it from one container to another.
