Human Coding Scheme,Full Statement,Type,Smart Level
"and includes more detail (e.g., faces with features) (HPD3.1k)53 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsLater Preschool,Developmental Indicator,34-48
"and includes more detail (e.g., faces with features) (HPD3.1k)53 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",months,Developmental Indicator,44-60
"and includes more detail (e.g., faces with features) (HPD3.1k)53 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Uses single actions,Indicator,
"and includes more detail (e.g., faces with features) (HPD3.1k)53 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Uses full hand to grab,Indicator,
"and includes more detail (e.g., faces with features) (HPD3.1k)53 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Matches grasp to the,Indicator,
"and includes more detail (e.g., faces with features) (HPD3.1k)53 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Extends reach by,Indicator,
"and includes more detail (e.g., faces with features) (HPD3.1k)53 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Adjusts grasp to,Indicator,
"and includes more detail (e.g., faces with features) (HPD3.1k)53 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Manages self-help,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsLater Infancy,Developmental Indicator,0-8
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsEarly Toddler,Developmental Indicator,6-14
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsLater Toddler,Developmental Indicator,12-24
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsEarly Preschool,Developmental Indicator,22-36
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsLater Preschool,Developmental Indicator,34-48
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",months,Developmental Indicator,44-60
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Cooperates in care,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Communicates needs,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)","Uses gestures, sounds,",Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Shows trust in familiar,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)","Uses gestures, words,",Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Soothes themselves,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Uses words or sign,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Begins to use different,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Describes ways to,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Begins to take care,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Uses language to ask,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Uses a variety of,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Understands need for,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Uses language to,Indicator,
"routines such as dressing self (e.g., zipping, buttoning, snapping) (HPD3.2k)54 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Consistently uses,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsLater Infancy,Developmental Indicator,0-8
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsEarly Toddler,Developmental Indicator,6-14
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsLater Toddler,Developmental Indicator,12-24
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsEarly Preschool,Developmental Indicator,22-36
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsLater Preschool,Developmental Indicator,34-48
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),months,Developmental Indicator,44-60
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Cries to indicate,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Responds to verbal,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Reacts to simple,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Watches for adult,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Learns some differences,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Pays attention to,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Tells peers and,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Tells a trusted adult,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Demonstrates safe,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Identifies medicines,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Participates in safety,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Identifies people in the,Indicator,
strategies to calm themselves when needed (HPD4.1t)55 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Identifies emergency,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsLater Infancy,Developmental Indicator,0-8
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsEarly Toddler,Developmental Indicator,6-14
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsLater Toddler,Developmental Indicator,12-24
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsEarly Preschool,Developmental Indicator,22-36
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),monthsLater Preschool,Developmental Indicator,34-48
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),months,Developmental Indicator,44-60
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Sucks and swallows,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Begins to eat solid,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Shows preference for,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Begins to distinguish,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Prepares nutritious,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Identifies at least 1 fruit,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Helps prepare,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Identifies a variety of,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Follows picture recipes,Indicator,
and non-emergency situations (HPD4.2r)56 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD),Demonstrates an,Indicator,
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsLater Infancy,Developmental Indicator,0-8
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsEarly Toddler,Developmental Indicator,6-14
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsLater Toddler,Developmental Indicator,12-24
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsEarly Preschool,Developmental Indicator,22-36
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",monthsLater Preschool,Developmental Indicator,34-48
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",months,Developmental Indicator,44-60
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Begins to sleep well,Indicator,
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Sleeps for longer,Indicator,
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Responds to verbal,Indicator,
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Cooperates with sleep,Indicator,
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Participates in sleep,Indicator,
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Indicates they are tired,Indicator,
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Recognizes when they,Indicator,
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Gradually ends naps,Indicator,
"increasing understanding of the ways in which healthy food helps the body grow, like saying, “Milk makes my bones strong.” (HPD4.3o)57 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FOUR:  HEALTH AND PHYSICAL DEVELOPMENT (HPD)",Can describe why,Indicator,
and feelings59 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsLater Infancy,Developmental Indicator,0-8
and feelings59 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsEarly Toddler,Developmental Indicator,6-14
and feelings59 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsLater Toddler,Developmental Indicator,12-24
and feelings59 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsEarly Preschool,Developmental Indicator,22-36
and feelings59 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsLater Preschool,Developmental Indicator,34-48
and feelings59 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),months,Developmental Indicator,44-60
and feelings59 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Reacts with interest to,Indicator,
and feelings59 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Reaches for and moves,Indicator,
and feelings59 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Handles toys and,Indicator,
